PolicyRef,Agent Code,InceptionDate,ProductClass,syspolicytype,Claim,Claim Dates
39233HXGA,QI79SJ,01-May-22,Energy,OM,144419.3856,21-Jul-22
39234CGEF,HI81EO,01-Feb-22,Non Marine,BON,28510.3952,07-Mar-22
39253GMSY,AD87EB,12-Dec-21,Non Marine,OM,92030.82,17-Apr-22
39283MUJV,SR79LW,01-Jan-21,Non Marine,OM,37963.926,03-Apr-21
39294ZEFE,CS65AV,14-Mar-22,Infra,OM,100216.809,01-May-22
39304CLJO,EQ69PG,22-Apr-22,Non Marine,OM,24243.2204,13-Jul-22
39347UBVR,NA85HW,17-Aug-21,Property,OM,146912.2116,06-Mar-22
39348RZFA,BQ86ZC,01-Jan-22,Non Marine,OM,19218.6624,21-Feb-22
39381ZPAA,DE76BP,01-Nov-21,Property,OM,46507.37,08-Apr-22
39451JHHA,DU68OL,01-Jul-21,Property,OM,74216.2134,23-Dec-21
39461TMMU,CO80VK,01-Aug-22,Property,OM,127287.9468,20-Oct-22
39493XURV,CG66OZ,01-Apr-22,Infra,OM,144369.043,08-May-22
39533SQEW,ET85ME,01-Jul-21,Aviation,OM,103741.8592,05-Sep-21
39553CFOV,XO82YS,01-Jun-22,Aero,ELT,128094.5358,28-Aug-22
39575MCNR,RM71AS,01-Jan-21,Non Marine,OM,176412.2304,07-Apr-21
39576FWKJ,LO88RE,01-Jan-21,Non Marine,OM,70307.3266,06-Sep-21
39579RVVN,ZS87QX,29-Nov-21,Non Marine,OM,158877.0414,07-May-22
39582QWBH,WI77PJ,01-Apr-21,Infra,OM,135653.217,24-Sep-21
39589ENKV,MA81TI,01-Jan-21,Energy,OM,145102.9944,09-Mar-21
39613SFQM,YQ84EP,31-Mar-21,Infra,OM,109417.8624,19-May-21
39622FYIF,HA70WD,02-Sep-21,Property,OM,96876.0184,09-Mar-22
39644PRHJ,DE76BP,01-Jul-22,Property,OM,48808.606,11-Aug-22
39660BMAT,UX75GG,29-Nov-21,Non Marine,OM,121249.716,14-Jun-22
39746NEAM,XO82YS,01-Jun-21,Aero,ELT,28316.7668,18-Jul-21
39752EKYP,LE79SQ,01-Apr-22,Property,OM,36963.493,15-Jun-22
39828BMXE,XG68VI,09-Mar-21,Aviation,OM,138487.2104,07-Oct-21
39866RJCL,UB69OU,31-Jul-21,Non Marine,OM,104245.932,16-Dec-21
39884GWOB,AR74TD,01-Jan-21,Const,OM,49660.9708,10-Feb-21
39898XBYW,HZ69XY,01-Jan-22,Non Marine,OM,125951.9912,06-Mar-22
39918DEQU,PN79AD,31-Jul-22,Infra,OM,57478.2936,03-Oct-22
39970IOIV,FT88QO,01-Jan-21,Property,OM,78165.9368,12-Mar-21
40027EFWH,QE85ND,22-Jul-21,Property,OM,137163.8772,11-Dec-21
40037RNKH,MH88KO,01-Jan-22,Retail,OM,28381.4664,23-Mar-22
40046QEEE,JR66CH,01-Jul-21,Non Marine,OM,24689.9338,25-Aug-21
40070PXAJ,XZ76IR,25-Jan-21,Non Marine,OM,176042.79,01-Jun-21
40092WQOR,CQ85VN,26-Jun-22,Non Marine,OM,138001.4538,14-Sep-22
40125SJRX,SZ66ID,01-Jan-22,Property,OM,79211.5968,11-Mar-22
40172JQDJ,UB69GF,01-Jul-21,Non Marine,OM,27217.9908,07-Feb-22
40222VWYZ,SI71VK,09-Jun-22,Property,OM,97487.6364,15-Aug-22
40276YPBJ,MT84OW,30-Jun-21,Casualty,OM,127746.8024,22-Nov-21
40327UCFJ,QW76IM,20-Oct-21,Non Marine,OM,133080.8052,25-Nov-21
40349FOZW,IQ76XK,01-Apr-22,Non Marine,OM,25023.222,25-May-22
40363JOGN,RS66XZ,19-Aug-22,Property,OM,124647.866,13-Nov-22
40402JVFB,FV66DL,01-Sep-21,Non Marine,OM,15504.7368,04-Jan-22
40402MFMT,BI71AH,01-Jun-22,Property,OM,141020.334,29-Aug-22
40449QEUJ,TM67DP,01-Jan-21,Non Marine,OM,147757.7164,28-Feb-21
40498NNIN,ZM83XK,01-Jul-21,Infra,OM,155328.3732,21-Aug-21
40500SWGO,VI74EK,01-Mar-21,Non Marine,OM,46981.5038,04-Aug-21
40518GUTW,QE81FR,25-Dec-21,Retail,OM,10749.326,14-Jun-22
40522EUEL,BP76EO,20-Mar-21,Const,OM,19280.0692,10-May-21
40560YGOU,RU83OL,01-Sep-21,Non Marine,BON,29529.8304,05-Jan-22
40590PGIK,QK87TS,16-Mar-21,Property,OM,117456.92,15-Sep-21
40641GVSE,CI85PT,01-Jul-21,Non Marine,OM,185389.8144,17-Dec-21
40672ACDH,HO89AL,01-Jul-22,Infra,OM,104965.7518,14-Sep-22
40699BPJA,XW65OF,13-Sep-21,Non Marine,OM,97999.853,12-Feb-22
40722YZJQ,DE76BP,07-May-22,Property,OM,132850.1524,22-Jun-22
40725DJKI,GD65BN,19-Oct-21,Agri,OM,17716.5184,13-Jun-22
40730HARU,TZ85QF,20-Feb-22,Infra,ELT,157931.0964,05-Apr-22
40739SLEU,ZO67YU,01-Jun-21,Non Marine,OM,36010.6292,26-Nov-21
40743CDLU,BK68TV,30-Jun-22,Aviation,OM,45494.736,16-Sep-22
40744JIQI,MW86TR,01-Aug-21,Property,OM,153371.078,18-Nov-21
40759PHTL,NV79IT,31-May-22,Non Marine,OM,85989.022,20-Aug-22
40819BIXO,CE80NT,30-Sep-21,Property,OM,173870.0516,17-Nov-21
40840KIEV,YC78SG,24-Sep-21,Casualty,OM,136730.0312,07-Dec-21
40852APNM,ZQ83VC,01-May-21,Non Marine,OM,137570.832,15-Dec-21
40879CTOH,NA90YR,25-Feb-21,Non Marine,OM,40528.292,29-May-21
40899JZEG,SK79XX,21-Oct-22,Const,OM,22809.6078,27-Nov-22
40900TGOZ,BN84FC,01-Jul-22,Non Marine,OM,147378.182,14-Aug-22
40924LUTZ,MS73FN,01-Jan-22,Infra,PRT,55720.5558,10-Mar-22
40935HMCW,CS76LS,01-Jan-22,Non Marine,ELT,72905.5418,30-Mar-22
40939GFLL,UK80IH,01-Nov-21,Non Marine,OM,137854.101,12-Feb-22
40949LJSI,KV66BX,01-Jan-21,Non Marine,BON,165635.7976,10-Feb-21
40951LKIJ,SF86WB,30-Jun-22,Retail,OM,96056.5914,31-Aug-22
40996CTVJ,UF87UT,01-May-21,Property,OM,70940.9064,01-Aug-21
40999CPGI,UG78KX,01-Nov-21,Retail,OM,135307.62,09-Mar-22
41009TBTQ,OV81VM,19-Jul-22,Infra,OM,65220.9012,16-Oct-22
41015FEQN,QT83PP,01-Jan-22,Non Marine,PRT,24184.2048,09-Feb-22
41025NKXY,GU77WE,01-Mar-22,Retail,OM,52810.3184,12-May-22
41063VSRO,GD65BN,01-Jun-22,Infra,OM,100105.8828,02-Jul-22
41095SDVM,GD65BN,30-Jun-21,Infra,OM,71916.075,07-Feb-22
41104PSNI,OU71YP,31-Oct-21,Non Marine,OM,147840.0462,27-May-22
41131PELL,HV70AI,01-Jun-21,Property,OM,135923.06,10-Aug-21
41138YSNH,YS88BZ,01-Jan-21,Non Marine,OM,70414.323,28-Aug-21
41221IDSN,LU88WQ,30-Sep-21,Const,OM,179075.2236,05-Mar-22
41231TFKP,XY67XZ,01-Jul-22,Non Marine,OM,11463.403,20-Sep-22
41233JGLS,CU86MG,30-Apr-21,Property,OM,82010.1632,01-Dec-21
41254MQSD,SV89NH,30-Sep-21,Aero,ELT,146153.9072,06-Nov-21
41289SHSA,IC66FN,30-Jun-21,Const,OM,131689.95,03-Mar-22
41309ONSL,TV83KJ,01-Jan-22,Accident,PRT,169716.1158,28-Mar-22
41343MSMQ,TM76XX,01-Jan-21,Infra,OM,16719.4566,28-Aug-21
41372XPAL,BR81PP,12-Jun-22,Property,OM,157017.7168,14-Jul-22
41384VTRU,YF81DT,13-Mar-21,Accident,OM,169290.7272,03-Oct-21
41472OZFS,RX90XW,01-Dec-21,Aviation,OM,16638.5184,13-May-22
41483TKUS,MR75AU,10-Apr-21,Non Marine,OM,117790.0416,06-Nov-21
41515ENNO,SV77MR,01-Jan-22,Non Marine,ELT,82562.2168,30-Mar-22
41519VCVY,CU86MG,11-Jan-22,Property,OM,24341.3968,05-Mar-22
41527ROTB,FZ70KU,01-May-21,Non Marine,OM,100399.2556,11-Jun-21
41535OOTX,PI77RB,01-Jan-22,Property,OM,102367.7424,20-Mar-22
41581VJQK,CD82RJ,30-Nov-21,Property,OM,113638.3108,23-Jul-22
41587BLUX,QC67CS,01-Jul-22,Retail,OM,169085.28,02-Sep-22
41615JYOS,SW74DD,01-Apr-21,Property,OM,38443.8516,27-Sep-21
41628AQEP,XT84ZF,07-Nov-21,Non Marine,OM,115650.682,28-Mar-22
41632HEPG,TW74RO,01-Jul-21,Const,OM,169860.019,20-Dec-21
41640XMAX,JI88VJ,01-Mar-22,Infra,OM,95399.472,29-Apr-22
41643KADO,IF68HA,26-Nov-21,Property,OM,38256.652,09-Jan-22
41649CSRH,TJ72CM,11-Jul-22,Const,OM,69324.5532,25-Sep-22
41656VSBB,FL88ZR,01-Jun-22,Property,OM,76133.799,11-Aug-22
41672JGUY,QI79SJ,08-May-21,Energy,OM,176964.6466,01-Aug-21
41680DEDY,FT88QO,15-Apr-21,Property,OM,177318.603,21-Sep-21
41706IYAV,EJ68QZ,01-Jul-21,Aviation,OM,144734.5536,06-Feb-22
41706UMPO,XH71KP,01-Jun-21,Property,OM,124355.8848,18-Dec-21
41707PGGT,FX65XK,24-Oct-22,Property,OM,148926.484,07-Nov-22
41805MJRZ,KI65VR,01-Jan-22,Non Marine,ELT,87928.2558,14-Mar-22
41809FTMW,NT84YK,01-Jul-22,Non Marine,OM,80750.7456,21-Aug-22
41811GKBA,LP77LO,23-Oct-22,Accident,OM,81474.5736,24-Nov-22
41870PHTJ,FC76OT,01-Jul-22,Non Marine,OM,45569.0004,20-Sep-22
41903SBTD,FT79QV,01-Jul-22,Non Marine,OM,171660.132,31-Aug-22
41912TLAZ,WV81FF,10-Jan-22,Retail,OM,32546.829,20-Feb-22
41941CHDH,PJ68IG,01-Jun-22,Energy,OM,172472.111,14-Jul-22
41942CEQK,RW79IT,01-Mar-21,Const,OM,92702.1396,13-Jul-21
41950KZTC,TM67DP,01-Jan-21,Non Marine,OM,124490.2232,09-Mar-21
41956UHWW,RL68AH,01-Jun-22,Casualty,OM,163919.0826,30-Jul-22
41971TAUQ,TZ83BF,15-Mar-22,Const,OM,168225.8886,03-Jun-22
41976QRYR,OE87ND,01-Oct-22,Non Marine,OM,24168.2896,06-Oct-22
41984XWVE,XY67XZ,01-Jan-21,Non Marine,OM,78121.68,01-May-21
41994SAHG,ZU78UZ,31-May-21,Non Marine,OM,13725.0764,09-Sep-21
42011YNZB,YC78SG,15-Jun-21,Casualty,OM,42340.4982,15-Sep-21
42048PEUH,XR82FB,01-Jan-21,Infra,PRT,67232.1552,06-Mar-21
42060NXDX,PV82DZ,07-May-22,Non Marine,OM,67668.5884,09-Jul-22
42093FPKY,YI89MV,01-Jan-22,Infra,OM,90113.5872,12-Feb-22
42104XIMO,FV66DL,01-Oct-22,Non Marine,OM,37641.8588,08-Nov-22
42154WTMI,XT84ZF,25-Jun-22,Non Marine,OM,84650.9104,15-Aug-22
42197SEZQ,BR83VF,01-Nov-21,Const,OM,22057.7224,18-Feb-22
42221IFMS,VG84BP,19-Nov-22,Non Marine,OM,92829.079,16-Dec-22
42265KDGR,KA73TK,30-Jun-22,Property,OM,61169.2088,20-Aug-22
42272GSZH,BR83VF,20-Jul-22,Const,OM,58148.3784,16-Sep-22
42273FUPJ,UF87UT,06-Oct-22,Property,OM,71409.1014,12-Nov-22
42392GRAZ,HI81EO,01-Jun-21,Non Marine,BON,106043.0462,08-Nov-21
42415CNHI,FR85CG,20-Mar-22,Casualty,OM,105022.6212,19-May-22
42441CEJG,TO73NI,01-Jul-22,Casualty,OM,106597.344,05-Aug-22
42460IOOG,CE80NT,01-Mar-21,Property,OM,33624.2704,14-Apr-21
42476FZWY,FG75PT,01-Nov-21,Property,OM,141267.9114,19-Apr-22
42488ELTQ,YR79TK,01-Jan-22,Non Marine,OM,35978.3088,04-Feb-22
42505KJJY,DU78SZ,01-Jan-22,Accident,OM,48180.2496,18-Feb-22
42509EPYU,CW70RA,31-Oct-21,Non Marine,OM,116143.181,07-Jan-22
42513AKGV,SA75HH,01-Oct-21,Property,OM,74375.8946,14-Nov-21
42518CKZC,PQ79VZ,01-Jan-21,Const,OM,20163.598,14-Mar-21
42547ZHRV,NN84BV,01-Mar-21,Retail,OM,141663.9,23-Jun-21
42548NZXC,SV77MR,01-Apr-21,Non Marine,BON,169625.407,28-May-21
42567NYVS,SD72ZX,20-Feb-22,Infra,OM,98466.5682,26-Apr-22
42610SGIO,HO89AL,01-Jan-21,Infra,OM,187565.1596,01-Apr-21
42622TCYZ,TX75HL,01-Mar-22,Aviation,CVR,38529.435,01-Apr-22
42645KICM,FR85CG,01-Jan-22,Casualty,OM,26415.9784,16-Mar-22
42666MNTY,DU78SZ,01-Jan-22,Accident,OM,111845.685,07-Feb-22
42678YWKH,KL84PS,01-Jan-21,Non Marine,OM,126072.1392,12-Feb-21
42681DNIJ,PN81VF,31-Oct-21,Non Marine,OM,155528.7048,09-Jun-22
42707CLAX,OC84KI,01-May-21,Non Marine,OM,90734.329,13-Aug-21
42723NTEN,YE82AE,07-Sep-21,Non Marine,OM,150549.3738,03-Nov-21
42733YOTU,SD75LY,08-Apr-21,Non Marine,OM,82706.2572,25-Jul-21
42748JSAL,HZ69XY,01-Jan-21,Non Marine,OM,32130.4956,21-Jun-21
42771RZHO,PE88NZ,01-Nov-21,Non Marine,OM,153042.9936,03-Feb-22
42778WNUC,QT90QC,01-Feb-21,Energy,OM,186404.036,15-Aug-21
42794ITEV,ST87TD,01-Jan-21,Infra,BON,83827.7104,21-Feb-21
42815WNQW,OM78IX,30-Apr-21,Property,OM,52793.9328,04-Nov-21
42827CILB,SA75HH,11-Feb-21,Property,OM,32009.5048,13-May-21
42835SFUA,HA70WD,30-Sep-21,Property,OM,96635.7224,14-Nov-21
42869JVSP,CT87OW,05-Oct-22,Infra,OM,125884.9984,22-Oct-22
42888WYTD,HY70XF,27-Aug-21,Non Marine,OM,157606.6282,30-Jan-22
42889CTLH,BF82KA,31-May-21,Retail,OM,22729.8456,23-Aug-21
42893RORG,LY90UM,01-Jan-22,Non Marine,OM,24222.2386,14-Feb-22
42893VQRC,HZ69XY,01-Jan-22,Non Marine,OM,91581.539,26-Mar-22
42919MRVB,UV69QS,01-Jul-22,Casualty,OM,48683.0778,26-Sep-22
42926CEAS,HH67AR,22-Oct-21,Infra,OM,64591.5256,20-Jun-22
42947HSKX,LS82ZY,01-Feb-22,Non Marine,OM,35022.2208,04-Apr-22
42954TYKO,NQ69SJ,15-Dec-21,Property,OM,53853.7146,07-Jun-22
42988MNLK,PE88NZ,01-Oct-21,Non Marine,OM,103616.5956,22-Mar-22
43014OCLY,XG68VI,01-Oct-21,Aviation,OM,183587.1828,12-Nov-21
43015IDCW,RR72UN,01-Jan-22,Non Marine,ELT,30070.124,28-Feb-22
43034VYVY,JD88RY,01-Jul-22,Non Marine,ELT,116134.2336,09-Sep-22
43035APZZ,XO84TF,01-Jan-21,Non Marine,OM,101349.5028,22-Jul-21
43037VPZA,ZV68UK,01-Apr-22,Const,OM,79996.518,23-May-22
43042HKWT,JJ66PN,01-Jan-22,Non Marine,OM,53764.8384,17-Mar-22
43042UTGR,NP83ER,18-Jan-22,Non Marine,OM,179454.66,05-Mar-22
43042VNDD,KU85HE,30-Jun-21,Property,OM,167104.5922,11-Nov-21
43043RPJK,HZ82TK,12-Jul-22,Casualty,OM,186926.9346,24-Sep-22
43050TUNJ,NM69GX,01-Oct-21,Retail,OM,51264.9074,14-Nov-21
43079CXTT,OK81PI,01-Jul-22,Infra,ELT,119419.6248,24-Sep-22
43091YQPN,QK75ZR,02-Oct-22,Non Marine,OM,167945.5596,09-Oct-22
43117KAWK,PE88NZ,01-Aug-22,Non Marine,OM,117851.7424,13-Sep-22
43124JIGH,MR75GG,26-Jul-22,Aviation,OM,65762.116,03-Sep-22
43192UITP,HO66DJ,01-Jan-21,Retail,OM,53491.977,09-Jul-21
43202YGBY,FC83AJ,01-Nov-22,Non Marine,OM,90803.6052,26-Nov-22
43263ERNH,YE82AE,23-Aug-21,Non Marine,OM,87158.6128,17-Dec-21
43310VDJK,FR66RL,25-Jan-22,Non Marine,OM,78507.4276,16-Apr-22
43316YUBW,PS70JI,01-Jul-21,Const,PRT,69956.3298,23-Aug-21
43332TBTS,NJ88VM,01-Aug-21,Accident,PRT,67261.418,20-Feb-22
43348QKPN,TL84WA,12-Sep-22,Non Marine,OM,138836.0806,24-Nov-22
43368FWZX,PL71GS,20-May-21,Non Marine,OM,54669.251,10-Oct-21
43371CEXW,VK81IW,01-Nov-21,Const,OM,79588.74,05-Apr-22
43410UKCF,BR81PP,08-Apr-22,Property,OM,57662.514,19-May-22
43445IZDI,DX80ER,06-May-22,Property,OM,99990.1448,07-Jun-22
43503IDMF,TE89XS,14-Apr-21,Infra,OM,98544.2136,28-May-21
43515GERS,XO82YS,01-Nov-22,Aero,ELT,170774.604,21-Nov-22
43517ZOHZ,XH90XJ,05-Jul-21,Retail,OM,82917.4472,21-Jan-22
43524JYLH,VT66XQ,27-Jul-21,Retail,OM,53266.3222,13-Mar-22
43529JIVP,FN90QZ,01-Jun-22,Property,OM,131033.1344,08-Aug-22
43535GMWN,JE73SU,01-Apr-21,Casualty,OM,127985.7852,07-Jun-21
43561TCWO,AY74KP,01-Oct-21,Retail,OM,137862.0096,11-Nov-21
43576MCVE,YL70TR,01-Feb-21,Non Marine,OM,176072.582,03-May-21
43594XWEP,KU85HE,09-Nov-22,Property,OM,50231.1936,27-Nov-22
43623GUYM,KB79ZX,01-Jul-21,Casualty,ELT,54067.8936,06-Feb-22
43646AZSF,FX88CK,28-Jun-22,Energy,OM,104464.5504,14-Aug-22
43664TJME,WQ66BV,01-Jul-22,Retail,OM,52271.1616,30-Aug-22
43675ZPTK,NP83ER,14-Dec-21,Non Marine,OM,18559.73,21-Feb-22
43682BSQG,CO80VK,01-Oct-21,Property,OM,10377.416,04-Jan-22
43695FOSQ,FR85CG,01-Mar-22,Casualty,OM,18958.0608,28-Apr-22
43701KBRC,ZJ79WM,31-Mar-22,Property,OM,160140.9278,26-Jun-22
43702LCQS,AL83NF,01-Jul-22,Property,OM,101365.908,03-Sep-22
43705EVMP,SK79XX,28-Nov-22,Const,OM,101281.236,11-Dec-22
43786LSGV,UX75GG,19-Oct-21,Non Marine,OM,142107.3108,28-Mar-22
43805VSCZ,PX68DP,01-Oct-21,Infra,OM,168446.026,03-Apr-22
43853ZMQQ,NP83ER,15-Feb-21,Non Marine,OM,132916.7532,12-Sep-21
43869GYOK,PN81VF,01-Jul-21,Non Marine,OM,157694.642,28-Feb-22
43893CVEG,OV81VM,11-Aug-21,Infra,OM,68424.384,16-Oct-21
43911GTMV,WI77PJ,02-May-21,Infra,CVR,166249.4834,30-Oct-21
43914TVTU,GM68HI,01-Jun-22,Const,OM,53819.248,28-Aug-22
43918QDAN,IZ83UA,11-Aug-22,Infra,OM,29789.207,14-Oct-22
43949RJAU,QW76IM,27-Aug-21,Casualty,OM,140912.7692,18-Mar-22
43964HKFG,JB87WL,30-Apr-22,Const,OM,58628.255,11-Jun-22
43974BVAT,AF77ZT,01-Jan-21,Const,OM,130836.9384,02-Apr-21
43988ZXTW,AD82HY,01-Jul-22,Non Marine,ELT,134923.313,25-Aug-22
44012IGXV,BQ86ZC,01-Nov-21,Non Marine,OM,74527.0008,31-May-22
44014ZFXM,ZW89VZ,01-Apr-21,Casualty,PRT,60946.0236,26-Aug-21
44027JIUG,ZX65XK,05-Mar-21,Infra,OM,42411.1268,21-Jul-21
44030XVJA,NO88CQ,01-Jan-22,Non Marine,OM,167022.1056,11-Mar-22
44123ZRVO,EB65JD,26-Aug-22,Non Marine,OM,107377.816,08-Oct-22
44131OQFD,ZV68UK,01-Jul-22,Const,OM,163691.7128,09-Aug-22
44168YDIP,FZ70KU,01-Oct-22,Non Marine,OM,65857.6464,19-Oct-22
44205WFWK,QV72FR,01-Oct-21,Non Marine,OM,153944.4368,08-Jun-22
44220SQVE,LW85JV,01-Apr-21,Aviation,OM,50691.6956,09-Aug-21
44235ERAH,RP71GW,01-Jul-22,Non Marine,BON,163526.818,27-Aug-22
44261CMDF,YE82AE,01-Jan-21,Non Marine,OM,134315.566,05-May-21
44264RAAL,AW73XE,01-Nov-21,Casualty,OM,29560.1516,29-Jan-22
44297UYUB,ZD68JJ,20-Feb-22,Infra,OM,82357.3674,20-May-22
44298VHJF,LO79EL,01-Jun-22,Infra,OM,54062.5232,23-Aug-22
44318UHMZ,JV73MY,01-Oct-22,Non Marine,OM,180994.779,24-Oct-22
44356SAIM,VG74JI,31-Mar-22,Retail,OM,95517.1602,22-May-22
44395CSJV,DA87SD,01-Oct-21,Retail,OM,176893.8808,04-Jun-22
44420FIOB,JJ66PN,01-Apr-22,Non Marine,OM,34056.1956,15-May-22
44469ETGN,PX87ZF,01-Jan-21,Energy,OM,112648.5696,19-Jul-21
44488AKWE,RL87FF,05-Jan-22,Non Marine,OM,47101.8576,10-Mar-22
44491EQBX,HL81SM,31-Jan-21,Non Marine,OM,9401.3556,29-Jun-21
44550VNSG,YH72DB,21-May-22,Infra,OM,59713.8304,29-Jun-22
44565ORXS,XF65AH,01-Jan-21,Energy,OM,65109.3576,17-Jun-21
44579BDHQ,ZO67YU,15-Mar-21,Non Marine,OM,51196.0722,22-Oct-21
44660PHER,KL84PS,01-Jan-21,Non Marine,OM,93855.972,27-Jul-21
44683MPEE,XQ84PZ,04-Mar-21,Non Marine,OM,30040.283,04-Sep-21
44702VIGN,XB70ID,28-Feb-22,Non Marine,OM,28270.7166,15-May-22
44706LBAW,ZW67OZ,01-Apr-22,Non Marine,OM,176674.2236,21-Jun-22
44712VPEC,GG78NI,01-Jan-21,Aero,PRT,22894.368,03-Jun-21
44713LBBD,VG73BC,01-Jan-22,Infra,OM,36255.1392,04-Mar-22
44734EWWS,YG75MV,15-Feb-22,Non Marine,OM,67267.5822,05-Apr-22
44791OZJS,QH67GM,01-Apr-21,Property,OM,154370.7858,13-May-21
44793BIBZ,SZ86PZ,01-Nov-21,Non Marine,OM,119629.7956,24-Feb-22
44814SKYK,OQ80TF,16-Jul-21,Const,OM,140388.0576,26-Aug-21
44821MZWS,RM66DS,01-Oct-21,Retail,OM,68334.0672,07-Feb-22
44823EMDU,TS80KR,07-Apr-22,Aviation,OM,117810.2982,15-May-22
44858XOSZ,QL84CK,01-Oct-21,Non Marine,OM,67415.3368,21-Dec-21
44883HPGH,RR72UN,01-Jan-22,Casualty,ELT,46991.4116,05-Feb-22
44902KHWT,BQ86ZC,01-Jul-22,Non Marine,OM,86248.5162,18-Aug-22
44913BYAQ,RY67XF,15-Jul-22,Property,OM,177072.1428,01-Oct-22
44979VHZP,QW76IM,30-Sep-21,Casualty,OM,51391.1118,15-Dec-21
44993EUUO,MN69CF,14-Jun-22,Non Marine,OM,123855.732,25-Jul-22
44993HVMT,KC90JD,31-Jan-21,Non Marine,OM,122848.243,10-Jun-21
45035LMUF,QP77RP,25-Sep-21,Accident,OM,30769.0012,07-Nov-21
45113FRDW,ZD68JJ,01-Oct-21,Property,OM,166171.5342,01-Feb-22
45124QGGD,SR79LW,01-Dec-21,Non Marine,OM,73242.3776,22-Apr-22
45190EQNI,LS82ZY,01-May-21,Non Marine,OM,69823.2654,22-Sep-21
45222JAJK,RM71AS,01-Jan-22,Non Marine,OM,140728.098,15-Mar-22
45261WRQA,TL84WA,14-Sep-22,Non Marine,OM,125342.392,10-Oct-22
45274OBJS,XB73PB,31-Aug-22,Const,OM,96390.5754,27-Oct-22
45302CBXA,YC78SG,01-Jan-22,Casualty,OM,51587.9546,28-Mar-22
45358WFIE,HV68LY,01-Jul-21,Non Marine,OM,113252.6808,30-Sep-21
45360WDMC,MT84OW,01-Jul-21,Casualty,OM,111565.9636,23-Jan-22
45407LBPF,MW86TR,23-Oct-21,Property,OM,73664.3754,16-May-22
45436DYER,EJ68QZ,22-Feb-21,Aviation,OM,101953.7512,31-Aug-21
45444GUGN,FV66DL,01-May-22,Non Marine,OM,134429.1088,19-Jun-22
45489NDBA,ZX78JI,28-Feb-22,Non Marine,OM,27423.3792,06-Apr-22
45517DOZT,EQ69PG,01-Apr-21,Non Marine,OM,59939.9262,28-Sep-21
45561DRWS,WY86OT,01-Jul-22,Non Marine,OM,55778.072,29-Sep-22
45577DSTQ,JO66DM,01-Jan-22,Non Marine,OM,25980.486,16-Feb-22
45610EBSC,OE87ND,13-Jun-21,Non Marine,OM,35069.7606,05-Dec-21
45629FVKD,KA73TK,01-Oct-22,Property,OM,126841.596,04-Nov-22
45636MMRR,HO66DJ,01-Oct-21,Non Marine,OM,180979.883,27-Mar-22
45662VBNO,XQ84PZ,31-Mar-21,Non Marine,OM,181079.5784,02-May-21
45724QNDE,TF89MK,22-Jun-21,Non Marine,OM,128480.7048,25-Feb-22
45778QWWV,IT70SF,29-Nov-21,Infra,OM,102828.0288,02-Jan-22
45780QGIV,RW79IT,01-Jan-22,Const,OM,24126.9336,01-Apr-22
45809VZVE,LS82ZY,01-Jul-21,Non Marine,OM,22138.249,28-Nov-21
45816GSJK,NC90OI,05-Aug-22,Non Marine,OM,184234.8354,01-Nov-22
45829CDYE,BQ86ZC,01-Oct-22,Non Marine,OM,169161.0144,05-Oct-22
45855KDTG,YE82AE,01-Mar-21,Non Marine,OM,71754.032,27-Aug-21
45866WQHO,CE80NT,01-Apr-22,Property,OM,126952.4928,31-May-22
45905ITHC,NM68PX,06-May-21,Infra,OM,68659.9564,06-Jun-21
45922FDOV,LP65BJ,20-Feb-22,Infra,OM,91267.792,03-Apr-22
45922LXDO,AL83NF,26-Nov-22,Property,OM,19895.0976,02-Dec-22
45964DWTZ,JB87WL,31-May-21,Const,OM,179032.231,05-Nov-21
45993YCRD,XT84ZF,04-Aug-21,Non Marine,OM,132117.2398,08-Apr-22
46021LDWJ,GU69FO,01-Jan-21,Marine,OM,84694.246,07-Aug-21
46035ZUBC,FX65XK,13-Jul-21,Property,OM,106945.146,27-Oct-21
46045ALNA,KC90JD,01-Jan-21,Non Marine,OM,185562.7256,07-Feb-21
46091TCPM,AW73XE,01-Nov-22,Casualty,OM,113800.6772,23-Nov-22
46093ODNZ,RZ87CR,01-Apr-21,Retail,OM,93661.0892,02-Oct-21
46121NFVQ,ZM83XK,30-Sep-21,Infra,OM,56496.0592,24-Nov-21
46135XOSC,SR82NY,20-Jun-21,Property,OM,106538.985,19-Aug-21
46144YBIR,TM67DP,01-Jan-22,Non Marine,OM,122189.8104,17-Feb-22
46148JTQO,QE85ND,07-May-21,Property,OM,117547.1976,11-Aug-21
46171XSNQ,RW79IT,01-Oct-22,Const,OM,120336.405,25-Nov-22
46188FAUW,QG76HF,04-Dec-21,Retail,OM,50557.9256,01-Feb-22
46201TFBF,ZW67OZ,15-Jul-22,Non Marine,OM,97281.5522,27-Sep-22
46224LIIO,NI70DC,31-Mar-22,Non Marine,OM,172794.3448,15-May-22
46238XYZU,IS73CJ,01-Jan-22,Property,OM,59009.8572,16-Feb-22
46253LIWZ,YC78SG,01-Apr-21,Casualty,OM,148660.2768,24-Sep-21
46270GHIW,WX75ZW,02-Nov-22,Retail,OM,70639.4584,27-Nov-22
46275WORJ,CW70RA,13-Jan-22,Non Marine,OM,76683.138,28-Feb-22
46286UBKB,QL84CK,31-Aug-21,Non Marine,OM,148502.9672,22-Oct-21
46302LJSH,TK70BZ,01-Jun-21,Property,OM,77240.2386,21-Jul-21
